info_scope,info_traffic,ix_count,port_capacity,info_ratio,policy_general,info_type
1.0,1.0,0.5152439024390244,0.8932241250930752,1.0,0.25,2
1.0,0.15789473684210525,0.042682926829268296,0.00025316455696202533,0.2,0.25,5
1.0,0.7368421052631579,0.2530487804878049,0.272933730454207,0.8,0.5,2
0.6666666666666666,0.7368421052631579,0.1524390243902439,0.015178704393149665,0.4,0.5,0
0.6666666666666666,0.7368421052631579,0.018292682926829267,0.013775130305286671,0.4,0.5,0
1.0,0.5263157894736842,0.003048780487804878,0.0007446016381236039,0.6,0.25,0
0.6666666666666666,0.7368421052631579,0.024390243902439025,0.021593447505584513,0.2,0.5,0
0.6666666666666666,0.7368421052631579,0.021341463414634148,0.004095309009679821,0.6,0.5,1
1.0,0.5263157894736842,0.009146341463414634,0.00781831720029784,0.6,0.75,1
0.6666666666666666,0.42105263157894735,0.009146341463414634,0.008562918838421444,0.6,0.25,0
1.0,0.47368421052631576,0.018292682926829267,0.02531645569620253,1.0,0.25,2
0.3333333333333333,0.3684210526315789,0.01524390243902439,0.0018615040953090098,0.4,0.25,0
1.0,0.5263157894736842,0.006097560975609756,0.0011169024571854058,0.6,0.5,3
1.0,0.05263157894736842,0.021341463414634148,0.00016008935219657483,0.6,0.25,4
1.0,0.47368421052631576,0.03353658536585366,0.005956813104988831,1.0,0.25,2
1.0,0.7368421052631579,0.03353658536585366,0.012658227848101266,0.6,0.5,0
0.3333333333333333,0.21052631578947367,0.003048780487804878,3.72300819061802e-05,0.4,0.25,0
0.3333333333333333,0.7368421052631579,0.012195121951219513,0.0029784065524944155,0.4,0.25,0
1.0,0.5263157894736842,0.2865853658536585,0.2110945644080417,0.8,0.5,2
0.6666666666666666,0.7368421052631579,0.018292682926829267,0.02643335815338794,0.2,0.5,0
0.3333333333333333,0.05263157894736842,0.003048780487804878,3.72300819061802e-05,0.6,0.25,0
0.6666666666666666,0.3157894736842105,0.021341463414634148,0.00193596425912137,0.8,0.5,1
1.0,0.631578947368421,0.06097560975609756,0.01344005956813105,0.6,0.25,1
0.6666666666666666,0.5263157894736842,0.006097560975609756,0.0022338049143708115,0.6,0.5,0
0.6666666666666666,0.7368421052631579,0.009146341463414634,0.005584512285927029,0.4,0.5,1
0.3333333333333333,0.21052631578947367,0.003048780487804878,0.00037230081906180194,0.6,0.25,1
0.6666666666666666,0.2631578947368421,0.006097560975609756,0.004467609828741623,0.4,0.25,0
1.0,0.7368421052631579,0.12804878048780488,0.040208488458674606,0.6,0.5,1
0.6666666666666666,0.42105263157894735,0.009146341463414634,0.0018615040953090098,0.4,0.25,0
0.6666666666666666,0.6842105263157895,0.01524390243902439,0.04616530156366344,0.4,0.25,0
0.6666666666666666,0.47368421052631576,0.012195121951219513,0.011913626209977662,0.4,0.5,0
0.3333333333333333,0.15789473684210525,0.003048780487804878,3.72300819061802e-05,0.6,0.25,0
1.0,0.7368421052631579,0.07317073170731707,0.012174236783320923,0.6,0.75,1
0.6666666666666666,0.3157894736842105,0.006097560975609756,0.0007446016381236039,0.4,0.5,0
0.6666666666666666,0.6842105263157895,0.012195121951219513,0.02308265078183172,0.6,0.5,0
1.0,0.47368421052631576,0.012195121951219513,0.0014892032762472078,0.6,0.75,1
0.6666666666666666,0.7368421052631579,0.021341463414634148,0.08562918838421445,0.6,0.25,1
0.3333333333333333,0.3684210526315789,0.04878048780487805,0.006589724497393894,0.6,0.5,0
0.6666666666666666,0.7368421052631579,0.0701219512195122,0.020588235294117647,0.4,0.75,1
0.6666666666666666,0.8421052631578947,0.024390243902439025,0.01340282948622487,0.2,0.5,0
0.6666666666666666,0.6842105263157895,0.03048780487804878,0.022710349962769917,0.6,0.5,0
1.0,0.7894736842105263,0.08841463414634146,0.05964259121370067,0.6,0.5,1
0.6666666666666666,0.5263157894736842,0.042682926829268296,0.019918093819806405,0.6,0.25,1
0.6666666666666666,0.21052631578947367,0.006097560975609756,7.44601638123604e-05,0.6,0.25,3
0.6666666666666666,0.7368421052631579,0.03048780487804878,0.027550260610573342,0.4,0.25,0
0.6666666666666666,0.2631578947368421,0.009146341463414634,7.818317200297841e-05,0.8,0.5,1
1.0,0.7368421052631579,0.009146341463414634,0.0011169024571854058,0.6,0.75,1
0.6666666666666666,0.3684210526315789,0.018292682926829267,0.00193596425912137,0.6,0.25,0
1.0,0.5263157894736842,0.09451219512195122,0.02721518987341772,0.4,0.5,1
0.6666666666666666,0.42105263157894735,0.03048780487804878,0.007185405807892778,0.6,0.5,1
1.0,0.5263157894736842,0.10060975609756098,0.01340282948622487,0.6,0.25,1
0.6666666666666666,0.3684210526315789,0.003048780487804878,0.00037230081906180194,0.6,0.25,0
1.0,0.5263157894736842,0.003048780487804878,0.0007446016381236039,0.6,0.5,1
0.6666666666666666,0.5263157894736842,0.003048780487804878,3.72300819061802e-05,0.6,0.25,0
0.6666666666666666,0.631578947368421,0.03048780487804878,0.04169769173492182,0.6,0.25,1
1.0,0.3157894736842105,0.027439024390243903,0.004579300074460163,0.6,0.5,1
0.3333333333333333,0.3684210526315789,0.009146341463414634,0.0014892032762472078,0.6,0.25,0
0.3333333333333333,0.7368421052631579,0.009146341463414634,0.0022338049143708115,0.4,0.5,0
0.6666666666666666,0.2631578947368421,0.003048780487804878,0.0037230081906180195,0.8,0.5,1
1.0,0.7368421052631579,0.027439024390243903,0.010945644080416976,0.6,0.5,0
0.6666666666666666,0.21052631578947367,0.003048780487804878,0.00037230081906180194,0.6,0.5,1
0.6666666666666666,0.6842105263157895,0.012195121951219513,0.0037230081906180195,0.4,0.5,0
0.6666666666666666,0.15789473684210525,0.01524390243902439,8.562918838421444e-05,0.6,0.25,0
0.3333333333333333,0.21052631578947367,0.003048780487804878,3.72300819061802e-05,0.8,0.25,1
0.6666666666666666,0.21052631578947367,0.009146341463414634,0.000781831720029784,0.6,0.25,2
1.0,0.9473684210526315,0.01524390243902439,0.0018987341772151898,0.4,0.75,1
0.6666666666666666,0.47368421052631576,0.021341463414634148,0.00565897244973939,0.4,0.5,0
1.0,0.3157894736842105,0.027439024390243903,0.00231198808637379,0.6,0.25,0
0.6666666666666666,0.21052631578947367,0.012195121951219513,0.001526433358153388,0.6,0.25,0
0.6666666666666666,0.3157894736842105,0.006097560975609756,0.00040953090096798215,0.8,0.25,2
